(850, Decimal('2409.81'), 4324.9875)
(850, Decimal('2529.90'), 4324.9875)
(850, Decimal('5170.11'), 4324.9875)
(850, Decimal('7190.13'), 4324.9875)
(937, Decimal('2304.31'), 4384.5675)
(937, Decimal('2503.25'), 4384.5675)
(937, Decimal('8501.45'), 4384.5675)
(953, Decimal('2346.80'), 4449.2375)
(953, Decimal('3166.49'), 4449.2375)
(953, Decimal('7509.16'), 4449.2375)
(696, Decimal('2667.31'), 4540.1925)
(696, Decimal('3027.33'), 4540.1925)
(696, Decimal('7878.61'), 4540.1925)
(975, Decimal('2560.64'), 4544.035)
(975, Decimal('3233.10'), 4544.035)
(975, Decimal('7980.98'), 4544.035)
(157, Decimal('2357.32'), 4548.855)
(157, Decimal('3270.26'), 4548.855)
(157, Decimal('8049.24'), 4548.855)
(820, Decimal('2476.94'), 4554.89)
(820, Decimal('3357.45'), 4554.89)
(820, Decimal('7928.08'), 4554.89)
(674, Decimal('2566.44'), 4557.7675)
(674, Decimal('2616.69'), 4557.7675)
(674, Decimal('8404.45'), 4557.7675)
(687, Decimal('2988.35'), 4580.3975)
(687, Decimal('3102.26'), 4580.3975)
(687, Decimal('7575.95'), 4580.3975)
(889, Decimal('3037.34'), 4580.525)
(889, Decimal('3517.87'), 4580.525)
(889, Decimal('7564.11'), 4580.525)
(694, Decimal('2332.04'), 4586.3025)
(694, Decimal('3684.66'), 4586.3025)
(694, Decimal('7666.80'), 4586.3025)
(875, Decimal('2540.23'), 4590.5175)
(875, Decimal('3163.61'), 4590.5175)
(875, Decimal('7855.09'), 4590.5175)
(940, Decimal('2449.26'), 4606.8775)
(940, Decimal('2450.40'), 4606.8775)
(940, Decimal('5846.29'), 4606.8775)
(940, Decimal('7681.56'), 4606.8775)
(693, Decimal('2463.67'), 4619.745)
(693, Decimal('2894.81'), 4619.745)
(693, Decimal('5349.84'), 4619.745)
(693, Decimal('7770.66'), 4619.745)
(764, Decimal('2797.44'), 4631.8975)
(764, Decimal('2922.76'), 4631.8975)
(764, Decimal('7876.77'), 4631.8975)
(802, Decimal('3106.02'), 4641.3775)
(802, Decimal('3451.42'), 4641.3775)
(802, Decimal('7433.97'), 4641.3775)
(988, Decimal('2244.80'), 4648.395)
(988, Decimal('2514.61'), 4648.395)
(988, Decimal('5571.18'), 4648.395)
(988, Decimal('8262.99'), 4648.395)
(748, Decimal('2204.69'), 4652.1975)
(748, Decimal('3253.56'), 4652.1975)
(748, Decimal('5167.78'), 4652.1975)
(748, Decimal('7982.76'), 4652.1975)
(894, Decimal('1943.62'), 4655.795)
(894, Decimal('2583.29'), 4655.795)
(894, Decimal('5378.76'), 4655.795)
(894, Decimal('8717.51'), 4655.795)
(723, Decimal('1920.48'), 4658.81)
(723, Decimal('2811.37'), 4658.81)
(723, Decimal('5161.76'), 4658.81)
(723, Decimal('8741.63'), 4658.81)
(806, Decimal('2926.48'), 4669.6425)
(806, Decimal('3118.97'), 4669.6425)
(806, Decimal('5451.92'), 4669.6425)
(806, Decimal('7181.20'), 4669.6425)
(708, Decimal('2471.90'), 4680.3575)
(708, Decimal('2587.16'), 4680.3575)
(708, Decimal('8632.00'), 4680.3575)
(913, Decimal('2321.52'), 4684.6775)
(913, Decimal('2881.68'), 4684.6775)
(913, Decimal('8894.28'), 4684.6775)
(772, Decimal('2038.28'), 4690.395)
(772, Decimal('3268.30'), 4690.395)
(772, Decimal('5330.58'), 4690.395)
(772, Decimal('8124.42'), 4690.395)
(765, Decimal('2330.72'), 4692.8675)
(765, Decimal('2895.23'), 4692.8675)
(765, Decimal('8439.27'), 4692.8675)
(787, Decimal('2614.58'), 4705.4275)
(787, Decimal('3266.72'), 4705.4275)
(787, Decimal('8193.31'), 4705.4275)
(978, Decimal('2299.71'), 4708.07)
(978, Decimal('2716.80'), 4708.07)
(978, Decimal('8838.51'), 4708.07)
(335, Decimal('2331.60'), 4708.5825)
(335, Decimal('3900.96'), 4708.5825)
(335, Decimal('7619.36'), 4708.5825)
(891, Decimal('2364.00'), 4714.0975)
(891, Decimal('2704.81'), 4714.0975)
(891, Decimal('9224.53'), 4714.0975)
(990, Decimal('2385.64'), 4728.6875)
(990, Decimal('2885.26'), 4728.6875)
(990, Decimal('8578.82'), 4728.6875)
(416, Decimal('2873.84'), 4734.44)
