(1, 10078, 1, 275.5, 1.5825063671552635, 1, 10078, 2, 197.25, 1.0982707618753995)
(1, 14798, 1, 218.4, 1.5257685438487125, 1, 14798, 2, 311.5, 1.3660845877997352)
(1, 45508, 1, 198.4, 1.556691205652381, 1, 45508, 2, 186.25, 1.5565987166203683)
(1, 64660, 1, 213.6, 1.7244442039584098, 1, 64660, 2, 433.6666666666667, 1.131372865605178)
(1, 89509, 1, 246.4, 1.5120148737470414, 1, 89509, 2, 319.75, 1.104078666643325)
(1, 97903, 1, 249.6, 1.6567550369394963, 1, 97903, 2, 254.66666666666666, 1.095066417435438)
(2, 12650, 1, 312.3333333333333, 1.5714949274277377, 2, 12650, 2, 216.25, 1.2441304607749595)
(2, 33517, 1, 234.0, 1.5674655981529055, 2, 33517, 2, 137.66666666666666, 1.366396408604937)
(2, 38617, 1, 233.8, 1.6420016551572911, 2, 38617, 2, 312.25, 1.2838862490974157)
(2, 54523, 1, 215.6, 1.5115563375557133, 2, 54523, 2, 444.0, 1.1085947684970903)
(2, 57646, 1, 260.2, 1.5316972068246977, 2, 57646, 2, 168.66666666666666, 1.330236258641356)
(3, 39976, 1, 77.75, 1.5181344366628262, 3, 39976, 2, 182.75, 1.412262149147355)
(3, 56156, 1, 225.0, 1.5039273688792947, 3, 56156, 2, 122.33333333333333, 1.3501685465082798)
(3, 118132, 1, 166.6, 1.9252489381182958, 3, 118132, 2, 228.66666666666666, 1.4720946363827276)
(3, 138112, 1, 277.0, 1.5435848220841173, 3, 138112, 2, 251.25, 1.3367146057205967)
(3, 158713, 1, 279.0, 1.5687300323067452, 3, 158713, 2, 286.25, 1.1229303845863938)
(3, 160939, 1, 232.4, 1.5948904161107944, 3, 160939, 2, 451.75, 1.009829093296893)
(3, 175610, 1, 209.25, 1.590780027005619, 3, 175610, 2, 404.0, 1.0881211767647883)
(3, 190102, 1, 221.25, 1.6959389250183525, 3, 190102, 2, 266.5, 1.2094141016319404)
(4, 1414, 1, 241.8, 1.5759955097668112, 4, 1414, 2, 348.5, 1.2384652614659382)
(4, 9433, 1, 349.0, 1.5945732511661348, 4, 9433, 2, 427.75, 1.052543323225072)
(4, 23824, 1, 302.75, 1.545367242752794, 4, 23824, 2, 387.3333333333333, 1.003404329662108)
(4, 39832, 1, 177.25, 1.5409128465644664, 4, 39832, 2, 253.0, 1.1551334090606618)
(4, 127856, 1, 275.5, 1.7362809878720846, 4, 127856, 2, 274.0, 1.155250257601831)
(4, 160360, 1, 241.0, 1.513721154283281, 4, 160360, 2, 281.3333333333333, 1.5792927767280702)
(5, 3607, 1, 271.5, 1.5134685855025238, 5, 3607, 2, 303.5, 1.4927295294729797)
(5, 21590, 1, 233.4, 1.6382800111085896, 5, 21590, 2, 274.3333333333333, 1.2654062044837888)
(5, 98728, 1, 224.75, 1.5052369746130358, 5, 98728, 2, 318.3333333333333, 1.218144936656828)
(5, 107138, 1, 244.6, 1.6082088878245044, 5, 107138, 2, 305.5, 1.0360138723800258)
(5, 139123, 1, 89.6, 1.5358983940201991, 5, 139123, 2, 256.0, 1.583360102912408)
(5, 154420, 1, 224.0, 1.9269095228658828, 5, 154420, 2, 339.3333333333333, 1.2514545865281188)
(6, 15838, 1, 237.0, 1.637359155851888, 6, 15838, 2, 350.0, 1.1357816691600549)
(6, 27856, 1, 201.8, 1.5142801798423406, 6, 27856, 2, 189.0, 1.3521702065633996)
(6, 81758, 1, 243.5, 1.5005177083291903, 6, 81758, 2, 461.5, 1.0395184736630891)
(6, 146776, 1, 214.0, 1.692892047141119, 6, 146776, 2, 360.6666666666667, 1.11025351385642)
(6, 163886, 1, 228.4, 1.542997501585509, 6, 163886, 2, 198.0, 1.3269731480347333)
(7, 23518, 1, 294.3333333333333, 1.6014715288978791, 7, 23518, 2, 345.3333333333333, 1.5690768287380927)
(7, 34628, 1, 278.0, 1.538836980859837, 7, 34628, 2, 349.25, 1.2085350241448873)
(7, 67678, 1, 245.8, 1.5375407090154811, 7, 67678, 2, 217.33333333333334, 1.0239599677634224)
(7, 90490, 1, 237.0, 1.674528804219312, 7, 90490, 2, 361.75, 1.0108879993403677)
(7, 93547, 1, 224.0, 1.8840951813598668, 7, 93547, 2, 209.5, 1.1202820913495755)
(7, 102242, 1, 296.25, 1.5658236375603558, 7, 102242, 2, 315.3333333333333, 1.5490539782824024)
