(2002, 1001002, 'amalgamalg #2', Decimal('5903621.73'))
(2002, 2001002, 'amalgimporto #2', Decimal('5343816.35'))
(2002, 4004002, 'edu packedu pack #2', Decimal('4918654.12'))
(2002, 3002002, 'importoexporti #2', Decimal('4871496.49'))
(2002, 4002002, 'importoedu pack #2', Decimal('4580882.10'))
(2002, 1003002, 'exportiamalg #2', Decimal('4518370.26'))
(2002, 1004002, 'edu packamalg #2', Decimal('4505627.29'))
(2002, 2003002, 'exportiimporto #2', Decimal('4335636.92'))
(2002, 1002002, 'importoamalg #2', Decimal('4272529.60'))
(2002, 2004002, 'edu packimporto #2', Decimal('4206975.01'))
(2002, 3003002, 'exportiexporti #2', Decimal('3861903.43'))
(2002, 3004002, 'edu packexporti #2', Decimal('3614581.73'))
(2002, 5003002, 'exportischolar #2', Decimal('3582149.43'))
(2002, 5001002, 'amalgscholar #2', Decimal('3567552.11'))
(2002, 4003002, 'exportiedu pack #2', Decimal('3427708.29'))
(2002, 5002002, 'importoscholar #2', Decimal('3368965.82'))
(2002, 3001002, 'amalgexporti #2', Decimal('3362542.21'))
(2002, 4001002, 'amalgedu pack #2', Decimal('3236663.60'))
(2002, 1002001, 'importoamalg #1', Decimal('2640576.40'))
(2002, 5004002, 'edu packscholar #2', Decimal('2497242.04'))
(2002, 2002002, 'importoimporto #2', Decimal('2370077.42'))
(2002, 3001001, 'amalgexporti #1', Decimal('2010976.51'))
(2002, 3003001, 'exportiexporti #1', Decimal('1987519.11'))
(2002, 5003001, 'exportischolar #1', Decimal('1921769.08'))
(2002, 5004001, 'edu packscholar #1', Decimal('1858678.49'))
(2002, 2004001, 'edu packimporto #1', Decimal('1741582.00'))
(2002, 2003001, 'exportiimporto #1', Decimal('1608224.18'))
(2002, 1003001, 'exportiamalg #1', Decimal('1492086.39'))
(2002, 5002001, 'importoscholar #1', Decimal('1435545.40'))
(2002, 1004001, 'edu packamalg #1', Decimal('1419855.59'))
(2002, 4002001, 'importoedu pack #1', Decimal('1325681.25'))
(2002, 4004001, 'edu packedu pack #1', Decimal('1309548.41'))
(2002, 2002001, 'importoimporto #1', Decimal('1292547.70'))
(2002, 4003001, 'exportiedu pack #1', Decimal('1273942.97'))
(2002, 3004001, 'edu packexporti #1', Decimal('1171390.79'))
(2002, 3002001, 'importoexporti #1', Decimal('1168705.32'))
(2002, 4001001, 'amalgedu pack #1', Decimal('1073707.99'))
(2002, 2001001, 'amalgimporto #1', Decimal('1044650.69'))
(2002, 5001001, 'amalgscholar #1', Decimal('1029058.99'))
(2002, 9011008, 'amalgunivamalg #8', Decimal('913765.50'))
(2002, 9014008, 'edu packunivamalg #8', Decimal('849472.96'))
(2002, 7007004, 'brandbrand #4', Decimal('836631.99'))
(2002, 9003008, 'exportimaxi #8', Decimal('812153.78'))
(2002, 9015002, 'scholarunivamalg #2', Decimal('769482.59'))
(2002, 1001001, 'amalgamalg #1', Decimal('721602.04'))
(2002, 9007008, 'brandmaxi #8', Decimal('719189.29'))
(2002, 9004008, 'edu packmaxi #8', Decimal('703447.23'))
(2002, 8009010, 'maxinameless #10', Decimal('677016.29'))
(2002, 7010008, 'univnameless #8', Decimal('672384.34'))
(2002, 6007006, 'brandcorp #6', Decimal('663192.48'))
(2002, 9009002, 'maximaxi #2', Decimal('652976.85'))
(2002, 6003008, 'exporticorp #8', Decimal('637443.25'))
(2002, 10015001, 'scholaramalgamalg #1', Decimal('635526.50'))
(2002, 6013006, 'exportibrand #6', Decimal('623633.19'))
(2002, 7010004, 'univnameless #4', Decimal('605187.50'))
(2002, 6015006, 'scholarbrand #6', Decimal('575903.10'))
(2002, 10003002, 'exportiunivamalg #2', Decimal('574389.45'))
(2002, 9009004, 'maximaxi #4', Decimal('573140.32'))
(2002, 9002008, 'importomaxi #8', Decimal('563020.18'))
(2002, 3002002, 'edu packimporto #1', Decimal('558969.86'))
(2002, 7004009, 'edu packbrand #9', Decimal('557641.53'))
(2002, 8008002, 'namelessnameless #2', Decimal('550750.45'))
(2002, 6010002, 'univbrand #2', Decimal('548669.37'))
(2002, 8016006, 'corpmaxi #6', Decimal('543948.06'))
(2002, 6012002, 'importobrand #2', Decimal('537217.01'))
(2002, 10011017, 'amalgamalgamalg #17', Decimal('537099.26'))
(2002, 10001014, 'amalgunivamalg #14', Decimal('537041.37'))
