('store', 1001001, 1, 1, Decimal('3639856.60'), 1009, 'store', 1001001, 1, 1, Decimal('63636553.84'), 17337)
('store', 1001001, 1, 2, Decimal('3980310.97'), 1140, 'store', 1001001, 1, 2, Decimal('1928659.25'), 561)
('store', 1001001, 1, 3, Decimal('3388855.66'), 881, 'store', 1001001, 1, 3, Decimal('1423781.46'), 411)
('store', 1001001, 1, 4, Decimal('4264941.27'), 1118, 'store', 1001001, 1, 4, Decimal('2128152.17'), 574)
('store', 1001001, 1, 5, Decimal('3362345.16'), 971, 'store', 1001001, 1, 5, Decimal('1489450.26'), 434)
('store', 1001001, 1, 6, Decimal('3386427.49'), 944, 'store', 1001001, 1, 6, Decimal('1724635.12'), 469)
('store', 1001001, 1, 7, Decimal('3355441.64'), 906, 'store', 1001001, 1, 7, Decimal('1081027.42'), 328)
('store', 1001001, 1, 8, Decimal('2862939.30'), 800, 'store', 1001001, 1, 8, Decimal('1548413.68'), 446)
('store', 1001001, 1, 9, Decimal('2793349.71'), 776, 'store', 1001001, 1, 9, Decimal('1477604.65'), 405)
('store', 1001001, 1, 10, Decimal('4123659.43'), 1096, 'store', 1001001, 1, 10, Decimal('2134456.72'), 579)
('store', 1001001, 2, 1, Decimal('1109549.92'), 293, 'store', 1001001, 2, 1, Decimal('411380.04'), 101)
('store', 1001001, 2, 2, Decimal('880355.43'), 231, 'store', 1001001, 2, 2, Decimal('387649.69'), 109)
('store', 1001001, 2, 3, Decimal('269734.49'), 60, 'store', 1001001, 2, 3, Decimal('196433.92'), 52)
('store', 1001001, 2, 4, Decimal('567360.70'), 160, 'store', 1001001, 2, 4, Decimal('357663.24'), 97)
('store', 1001001, 2, 5, Decimal('516455.21'), 141, 'store', 1001001, 2, 5, Decimal('460884.77'), 128)
('store', 1001001, 2, 6, Decimal('52092.19'), 14, 'store', 1001001, 2, 6, Decimal('107345.73'), 23)
('store', 1001001, 2, 7, Decimal('66988.29'), 19, 'store', 1001001, 2, 7, Decimal('37914.98'), 12)
('store', 1001001, 2, 8, Decimal('386801.38'), 110, 'store', 1001001, 2, 8, Decimal('653280.12'), 147)
('store', 1001001, 2, 10, Decimal('225698.63'), 60, 'store', 1001001, 2, 10, Decimal('83594.66'), 15)
('store', 1001001, 3, 1, Decimal('1129596.63'), 287, 'store', 1001001, 3, 1, Decimal('463622.33'), 135)
('store', 1001001, 3, 2, Decimal('990753.26'), 266, 'store', 1001001, 3, 2, Decimal('638414.22'), 164)
('store', 1001001, 3, 3, Decimal('561554.50'), 142, 'store', 1001001, 3, 3, Decimal('349163.72'), 105)
('store', 1001001, 3, 4, Decimal('563625.94'), 171, 'store', 1001001, 3, 4, Decimal('313739.04'), 84)
('store', 1001001, 3, 5, Decimal('689895.64'), 195, 'store', 1001001, 3, 5, Decimal('90407.21'), 40)
('store', 1001001, 3, 6, Decimal('220632.84'), 51, 'store', 1001001, 3, 6, Decimal('122198.28'), 39)
('store', 1001001, 3, 7, Decimal('280189.23'), 80, 'store', 1001001, 3, 7, Decimal('195660.94'), 52)
('store', 1001001, 3, 8, Decimal('306306.30'), 85, 'store', 1001001, 3, 8, Decimal('96847.74'), 17)
('store', 1001001, 3, 9, Decimal('404870.70'), 98, 'store', 1001001, 3, 9, Decimal('145227.66'), 50)
('store', 1001001, 3, 10, Decimal('341842.68'), 96, 'store', 1001001, 3, 10, Decimal('305127.79'), 79)
('store', 1001001, 4, 1, Decimal('1008565.04'), 271, 'store', 1001001, 4, 1, Decimal('602312.55'), 181)
('store', 1001001, 4, 2, Decimal('869344.13'), 221, 'store', 1001001, 4, 2, Decimal('378255.45'), 115)
('store', 1001001, 4, 3, Decimal('1016669.64'), 279, 'store', 1001001, 4, 3, Decimal('922185.53'), 248)
('store', 1001001, 4, 4, Decimal('499220.98'), 109, 'store', 1001001, 4, 4, Decimal('325656.73'), 102)
('store', 1001001, 4, 5, Decimal('960754.80'), 259, 'store', 1001001, 4, 5, Decimal('598843.50'), 159)
('store', 1001001, 4, 6, Decimal('358143.16'), 101, 'store', 1001001, 4, 6, Decimal('236715.57'), 73)
('store', 1001001, 4, 7, Decimal('124172.89'), 34, 'store', 1001001, 4, 7, Decimal('55974.16'), 25)
('store', 1001001, 4, 8, Decimal('121560.79'), 37, 'store', 1001001, 4, 8, Decimal('48167.29'), 21)
('store', 1001001, 4, 9, Decimal('94611.74'), 25, 'store', 1001001, 4, 9, Decimal('69895.13'), 22)
('store', 1001001, 4, 10, Decimal('128622.84'), 39, 'store', 1001001, 4, 10, Decimal('64695.67'), 15)
('store', 1001001, 5, 6, Decimal('274532.16'), 62, 'store', 1001001, 5, 6, Decimal('126778.88'), 29)
('store', 1001001, 5, 9, Decimal('319626.98'), 81, 'store', 1001001, 5, 9, Decimal('91414.01'), 38)
('store', 1001001, 5, 10, Decimal('411708.58'), 118, 'store', 1001001, 5, 10, Decimal('242844.47'), 71)
('store', 1001001, 6, 9, Decimal('260307.83'), 66, 'store', 1001001, 6, 9, Decimal('167487.95'), 41)
('store', 1001001, 6, 10, Decimal('101045.35'), 25, 'store', 1001001, 6, 10, Decimal('102695.41'), 21)
('store', 1001001, 7, 6, Decimal('116660.13'), 39, 'store', 1001001, 7, 6, Decimal('81615.48'), 21)
('store', 1001001, 7, 7, Decimal('200779.73'), 59, 'store', 1001001, 7, 7, Decimal('80750.75'), 21)
('store', 1001001, 7, 9, Decimal('157343.71'), 45, 'store', 1001001, 7, 9, Decimal('78820.47'), 23)
('store', 1001001, 7, 10, Decimal('217664.14'), 58, 'store', 1001001, 7, 10, Decimal('81862.98'), 23)
('store', 1001001, 8, 6, Decimal('214754.24'), 80, 'store', 1001001, 8, 6, Decimal('151633.92'), 41)
('store', 1001001, 8, 8, Decimal('298291.98'), 82, 'store', 1001001, 8, 8, Decimal('91227.37'), 20)
