('able', 'A', Decimal('2.28'), Decimal('0.13'), Decimal('4.33'), 'brandnameless #7')
('able', 'A', Decimal('2.90'), Decimal('9.43'), Decimal('0.95'), 'edu packbrand #3')
('able', 'A', Decimal('2.92'), Decimal('7.01'), Decimal('4.87'), 'exportiedu pack #2')
('able', 'A', Decimal('6.41'), Decimal('3.86'), Decimal('2.27'), 'amalgunivamalg #1')
('able', 'A', Decimal('1.72'), Decimal('4.34'), Decimal('1.47'), 'exportibrand #5')
('able', 'A', Decimal('6.16'), Decimal('4.64'), Decimal('0.87'), 'importonameless #9')
('able', 'A', Decimal('1.71'), Decimal('53.96'), Decimal('27.51'), 'amalgimporto #1')
('able', 'A', Decimal('6.45'), Decimal('0.48'), Decimal('0.24'), 'importobrand #9')
('able', 'A', Decimal('0.46'), Decimal('5.81'), Decimal('3.90'), 'exportiedu pack #1')
('able', 'A', Decimal('6.92'), Decimal('9.43'), Decimal('0.95'), 'edu packbrand #3')
('able', 'A', Decimal('5.46'), Decimal('40.52'), Decimal('0.57'), 'edu packexporti #1')
('able', 'A', Decimal('4.50'), Decimal('5.36'), Decimal('2.94'), 'edu packscholar #2')
('able', 'A', Decimal('2.77'), Decimal('91.39'), Decimal('50.26'), 'amalgamalg #1')
('able', 'A', Decimal('7.30'), Decimal('3.72'), Decimal('0.72'), 'exporticorp #6')
('able', 'A', Decimal('2.31'), Decimal('72.22'), Decimal('1.45'), 'brandmaxi #4')
('able', 'A', Decimal('4.43'), Decimal('5.36'), Decimal('2.94'), 'edu packscholar #2')
('able', 'A', Decimal('7.61'), Decimal('2.80'), Decimal('1.14'), 'corpnameless #6')
('able', 'A', Decimal('0.00'), Decimal('4.69'), Decimal('0.87'), 'scholarnameless #8')
('able', 'A', Decimal('6.05'), Decimal('5.81'), Decimal('3.90'), 'exportiedu pack #1')
('able', 'A', Decimal('3.16'), Decimal('0.31'), Decimal('0.09'), 'amalgedu pack #1')
('able', 'A', Decimal('8.46'), Decimal('3.72'), Decimal('0.72'), 'exporticorp #6')
('able', 'A', Decimal('8.75'), Decimal('1.14'), Decimal('1.03'), 'amalgedu pack #2')
('able', 'A', Decimal('4.11'), Decimal('1.19'), Decimal('0.95'), 'scholarbrand #2')
('able', 'A', Decimal('8.69'), Decimal('91.39'), Decimal('50.26'), 'amalgamalg #1')
('able', 'A', Decimal('0.54'), Decimal('0.31'), Decimal('0.09'), 'amalgedu pack #1')
('able', 'A', Decimal('0.09'), Decimal('3.86'), Decimal('2.27'), 'amalgunivamalg #1')
('able', 'A', Decimal('3.62'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('3.19'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('8.40'), Decimal('2.80'), Decimal('1.14'), 'corpnameless #6')
('able', 'A', Decimal('0.00'), Decimal('2.34'), Decimal('3.50'), 'univmaxi #9')
('able', 'A', Decimal('8.34'), Decimal('3.29'), Decimal('2.79'), 'amalgamalg #2')
('able', 'A', Decimal('6.37'), Decimal('3.72'), Decimal('0.72'), 'exporticorp #6')
('able', 'A', Decimal('5.28'), Decimal('0.31'), Decimal('0.09'), 'amalgedu pack #1')
('able', 'A', Decimal('4.52'), Decimal('4.69'), Decimal('0.87'), 'scholarnameless #8')
('able', 'A', Decimal('1.45'), Decimal('2.53'), Decimal('2.17'), 'amalgscholar #1')
('able', 'A', Decimal('2.24'), Decimal('4.34'), Decimal('1.47'), 'exportibrand #5')
('able', 'A', Decimal('7.33'), Decimal('3.28'), Decimal('4.41'), 'amalgimporto #1')
('able', 'A', Decimal('8.63'), Decimal('4.34'), Decimal('1.47'), 'exportibrand #5')
('able', 'A', Decimal('3.80'), Decimal('1.06'), Decimal('1.24'), 'univmaxi #2')
('able', 'A', Decimal('1.76'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('6.58'), Decimal('7.97'), Decimal('3.74'), 'exportimaxi #6')
('able', 'A', Decimal('5.49'), Decimal('5.36'), Decimal('2.94'), 'edu packscholar #2')
('able', 'A', Decimal('0.96'), Decimal('4.86'), Decimal('2.72'), 'importoedu pack #2')
('able', 'A', Decimal('0.00'), Decimal('3.29'), Decimal('2.79'), 'amalgamalg #2')
('able', 'A', Decimal('1.04'), Decimal('9.59'), Decimal('1.91'), 'univnameless #1')
('able', 'A', Decimal('1.07'), Decimal('2.81'), Decimal('0.57'), 'scholarcorp #6')
('able', 'A', Decimal('5.80'), Decimal('2.32'), Decimal('1.36'), 'exportiamalg #2')
('able', 'A', Decimal('5.74'), Decimal('0.27'), Decimal('0.08'), 'univamalgamalg #12')
('able', 'A', Decimal('4.92'), Decimal('2.51'), Decimal('6.87'), 'amalgmaxi #6')
('able', 'A', Decimal('6.33'), Decimal('9.93'), Decimal('1.57'), 'amalgbrand #6')
('able', 'A', Decimal('6.82'), Decimal('0.35'), Decimal('4.33'), 'importonameless #6')
('able', 'A', Decimal('8.38'), Decimal('7.97'), Decimal('3.74'), 'exportimaxi #6')
('able', 'A', Decimal('0.45'), Decimal('3.19'), Decimal('49.10'), 'importonameless #4')
('able', 'A', Decimal('4.95'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('4.42'), Decimal('5.01'), Decimal('2.40'), 'exportiamalg #2')
('able', 'A', Decimal('0.18'), Decimal('4.27'), Decimal('2.67'), 'importoedu pack #2')
('able', 'A', Decimal('4.49'), Decimal('0.73'), Decimal('0.53'), 'importoimporto #2')
('able', 'A', Decimal('3.92'), Decimal('1.19'), Decimal('0.95'), 'scholarbrand #2')
('able', 'A', Decimal('7.49'), Decimal('9.93'), Decimal('1.57'), 'amalgbrand #6')
('able', 'A', Decimal('0.95'), Decimal('0.48'), Decimal('0.24'), 'importobrand #9')
('able', 'A', Decimal('1.55'), Decimal('0.13'), Decimal('4.33'), 'brandnameless #7')
('able', 'A', Decimal('7.72'), Decimal('1.19'), Decimal('0.95'), 'scholarbrand #2')
('able', 'A', Decimal('4.70'), Decimal('2.34'), Decimal('3.50'), 'univmaxi #9')
('able', 'A', Decimal('0.09'), Decimal('2.51'), Decimal('6.87'), 'amalgmaxi #6')
('able', 'A', Decimal('4.41'), Decimal('97.08'), Decimal('80.57'), 'edu packamalgamalg #3')
('able', 'A', Decimal('8.17'), Decimal('4.64'), Decimal('0.87'), 'importonameless #9')
('able', 'A', Decimal('6.08'), Decimal('0.27'), Decimal('0.08'), 'univamalgamalg #12')
('able', 'A', Decimal('0.00'), Decimal('5.01'), Decimal('2.40'), 'exportiamalg #2')
('able', 'A', Decimal('7.38'), Decimal('2.32'), Decimal('1.36'), 'exportiamalg #2')
('able', 'A', Decimal('0.00'), Decimal('5.81'), Decimal('2.03'), 'exportiexporti #2')
('able', 'A', Decimal('6.72'), Decimal('0.98'), Decimal('0.66'), 'exportiexporti #2')
('able', 'A', Decimal('1.84'), Decimal('0.98'), Decimal('0.66'), 'exportiexporti #2')
('able', 'A', Decimal('2.93'), Decimal('5.01'), Decimal('2.40'), 'exportiamalg #2')
('able', 'A', Decimal('0.03'), Decimal('1.14'), Decimal('1.03'), 'amalgedu pack #2')
('able', 'A', Decimal('3.96'), Decimal('0.31'), Decimal('0.09'), 'amalgedu pack #1')
('able', 'A', Decimal('1.16'), Decimal('53.96'), Decimal('27.51'), 'amalgimporto #1')
('able', 'A', Decimal('8.67'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('3.54'), Decimal('4.34'), Decimal('1.47'), 'exportibrand #5')
('able', 'A', Decimal('0.22'), Decimal('5.81'), Decimal('3.90'), 'exportiedu pack #1')
('able', 'A', Decimal('2.20'), Decimal('12.02'), Decimal('10.69'), 'importocorp #5')
('able', 'A', Decimal('6.45'), Decimal('0.97'), Decimal('0.51'), 'edu packedu pack #1')
('able', 'A', Decimal('4.87'), Decimal('56.43'), Decimal('41.19'), 'scholarunivamalg #16')
('able', 'A', Decimal('2.77'), Decimal('1.04'), Decimal('0.76'), 'exportiedu pack #2')
('able', 'A', Decimal('5.88'), Decimal('91.39'), Decimal('50.26'), 'amalgamalg #1')
('able', 'A', Decimal('3.91'), Decimal('4.86'), Decimal('2.72'), 'importoedu pack #2')
('able', 'A', Decimal('5.73'), Decimal('50.66'), Decimal('0.12'), 'importonameless #4')
('able', 'A', Decimal('6.56'), Decimal('0.31'), Decimal('0.09'), 'amalgedu pack #1')
('able', 'A', Decimal('2.98'), Decimal('9.93'), Decimal('1.57'), 'amalgbrand #6')
('able', 'A', Decimal('2.36'), Decimal('72.22'), Decimal('1.45'), 'brandmaxi #4')
('able', 'A', Decimal('1.67'), Decimal('7.01'), Decimal('4.87'), 'exportiedu pack #2')
('able', 'A', Decimal('5.87'), Decimal('4.27'), Decimal('2.67'), 'importoedu pack #2')
('able', 'A', Decimal('8.59'), Decimal('3.86'), Decimal('2.27'), 'amalgunivamalg #1')
('able', 'A', Decimal('1.89'), Decimal('9.59'), Decimal('1.91'), 'univnameless #1')
('able', 'A', Decimal('3.20'), Decimal('91.39'), Decimal('50.26'), 'amalgamalg #1')
('able', 'A', Decimal('8.17'), Decimal('2.80'), Decimal('1.14'), 'corpnameless #6')
('able', 'A', Decimal('6.62'), Decimal('9.93'), Decimal('1.57'), 'amalgbrand #6')
('able', 'A b', Decimal('4.08'), Decimal('3.07'), Decimal('1.07'), 'edu packbrand #4')
('able', 'A b', Decimal('2.70'), Decimal('0.47'), Decimal('0.22'), 'corpbrand #4')
('able', 'A bit able voters cannot remember green, new parents. Years would count only; dead, main functions take surely integrated years. Running vis', Decimal('5.03'), Decimal('3.96'), Decimal('1.96'), 'edu packedu pack #2')
('able', 'A bit able voters cannot remember green, new parents. Years would count only; dead, main functions take surely integrated years. Running vis', Decimal('0.39'), Decimal('3.96'), Decimal('1.96'), 'edu packedu pack #2')
