(196, Decimal('0.00'))
(260, Decimal('0.00'))
(331, Decimal('0.00'))
(334, Decimal('0.00'))
(487, Decimal('0.00'))
(562, Decimal('0.00'))
(673, Decimal('0.00'))
(744, Decimal('0.00'))
(754, Decimal('0.00'))
(794, Decimal('0.00'))
(860, Decimal('0.00'))
(914, Decimal('0.00'))
(1146, Decimal('0.00'))
(1388, Decimal('0.00'))
(1718, Decimal('0.00'))
(1849, Decimal('0.00'))
(1986, Decimal('0.00'))
(2041, Decimal('0.00'))
(2145, Decimal('0.00'))
(2234, Decimal('0.00'))
(2243, Decimal('0.00'))
(2446, Decimal('0.00'))
(2562, Decimal('0.00'))
(2567, Decimal('0.00'))
(2588, Decimal('0.00'))
(2893, Decimal('0.00'))
(2962, Decimal('0.00'))
(3098, Decimal('0.00'))
(3164, Decimal('0.00'))
(3407, Decimal('0.00'))
(3501, Decimal('0.00'))
(3641, Decimal('0.00'))
(3659, Decimal('0.00'))
(4020, Decimal('0.00'))
(4313, Decimal('0.00'))
(4323, Decimal('0.00'))
(4455, Decimal('0.00'))
(4471, Decimal('0.00'))
(4538, Decimal('0.00'))
(4557, Decimal('0.00'))
(4688, Decimal('0.00'))
(4804, Decimal('0.00'))
(5241, Decimal('0.00'))
(5253, Decimal('0.00'))
(5331, Decimal('0.00'))
(5501, Decimal('0.00'))
(5553, Decimal('0.00'))
(5652, Decimal('0.00'))
(5680, Decimal('0.00'))
(6174, Decimal('0.00'))
(6227, Decimal('0.00'))
(6239, Decimal('0.00'))
(6334, Decimal('0.00'))
(6447, Decimal('0.00'))
(6448, Decimal('0.00'))
(6467, Decimal('0.00'))
(6558, Decimal('0.00'))
(6929, Decimal('0.00'))
(6961, Decimal('0.00'))
(7167, Decimal('0.00'))
(7201, Decimal('0.00'))
(7208, Decimal('0.00'))
(7279, Decimal('0.00'))
(7314, Decimal('0.00'))
(7382, Decimal('0.00'))
(7421, Decimal('0.00'))
(7446, Decimal('0.00'))
(7447, Decimal('0.00'))
(7680, Decimal('0.00'))
(7694, Decimal('0.00'))
(7785, Decimal('0.00'))
(7937, Decimal('0.00'))
(8054, Decimal('0.00'))
(8246, Decimal('0.00'))
(8308, Decimal('0.00'))
(8374, Decimal('0.00'))
(8622, Decimal('0.00'))
(8646, Decimal('0.00'))
(8655, Decimal('0.00'))
(8669, Decimal('0.00'))
(8700, Decimal('0.00'))
(8721, Decimal('0.00'))
(8783, Decimal('0.00'))
(8949, Decimal('0.00'))
(8955, Decimal('0.00'))
(9026, Decimal('0.00'))
(9081, Decimal('0.00'))
(9092, Decimal('0.00'))
(9283, Decimal('0.00'))
(9286, Decimal('0.00'))
(9289, Decimal('0.00'))
(9301, Decimal('0.00'))
(9336, Decimal('0.00'))
(9405, Decimal('0.00'))
(9686, Decimal('0.00'))
(9959, Decimal('0.00'))
(10032, Decimal('0.00'))
(10048, Decimal('0.00'))
(10171, Decimal('0.00'))
(10228, Decimal('0.00'))
