(2002, 1, 'Women', Decimal('34802776.69'))
(2002, 10, 'Electronics', Decimal('34250085.99'))
(2002, 2, 'Men', Decimal('32230555.25'))
(2002, 3, 'Children', Decimal('30497594.23'))
(2002, 8, 'Sports', Decimal('28724152.13'))
(2002, 4, 'Shoes', Decimal('28454543.32'))
(2002, 6, 'Jewelry', Decimal('27776504.97'))
(2002, 5, 'Music', Decimal('27618489.82'))
(2002, 7, 'Home', Decimal('27388334.23'))
(2002, 9, 'Books', Decimal('26502593.58'))
(2002, 5, None, Decimal('188081.79'))
(2002, None, None, Decimal('161589.07'))
