(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
(5114, 0.99, 1.02, None, None, 0.68, 0.99, 0.99)
