('bar', 2001, 578177.005, Decimal('305442.31'), Decimal('376300.71'), Decimal('339070.99'))
('eing', 2001, 565946.7858333334, Decimal('293446.12'), Decimal('359156.61'), Decimal('319131.35'))
('able', 2001, 579741.4158333334, Decimal('308524.67'), Decimal('381218.20'), Decimal('328199.08'))
('bar', 2001, 571837.5816666667, Decimal('301201.15'), Decimal('368371.44'), Decimal('332784.27'))
('bar', 2001, 568817.5475, Decimal('299151.62'), Decimal('357495.84'), Decimal('322972.37'))
('bar', 2001, 568587.79, Decimal('299138.92'), Decimal('372390.08'), Decimal('330915.28'))
('bar', 2001, 564375.6383333333, Decimal('295607.65'), Decimal('360757.08'), Decimal('323364.94'))
('ese', 2001, 580445.24, Decimal('311793.24'), Decimal('369821.33'), Decimal('327617.13'))
('eing', 2001, 579077.5975, Decimal('311481.31'), Decimal('354431.73'), Decimal('332396.51'))
('ese', 2001, 569104.9275, Decimal('301533.97'), Decimal('363760.37'), Decimal('332648.55'))
('bar', 2001, 565936.5166666667, Decimal('298794.45'), Decimal('363074.23'), Decimal('320818.87'))
('bar', 2001, 563448.5958333333, Decimal('296323.66'), Decimal('369086.05'), Decimal('327418.15'))
('ese', 2001, 566155.4866666667, Decimal('299065.68'), Decimal('354487.16'), Decimal('332189.22'))
('able', 2001, 565569.4141666667, Decimal('298885.62'), Decimal('361437.78'), Decimal('319133.48'))
('ese', 2001, 561705.015, Decimal('295101.97'), Decimal('350953.11'), Decimal('320929.89'))
('able', 2001, 568230.6691666667, Decimal('301893.32'), Decimal('359129.75'), Decimal('319319.66'))
('eing', 2001, 559043.9691666666, Decimal('293186.52'), Decimal('352698.11'), Decimal('316413.48'))
('eing', 2001, 570052.445, Decimal('304700.82'), Decimal('365697.82'), Decimal('330499.45'))
('able', 2001, 561235.2633333333, Decimal('295918.44'), Decimal('364842.71'), Decimal('324493.08'))
('able', 2001, 561886.5758333333, Decimal('296862.38'), Decimal('360085.67'), Decimal('321891.59'))
('able', 2001, 568878.7425, Decimal('304181.96'), Decimal('370123.88'), Decimal('321410.75'))
('able', 2001, 551554.6758333333, Decimal('287752.34'), Decimal('354661.00'), Decimal('316518.17'))
('bar', 2001, 568865.2991666667, Decimal('305072.15'), Decimal('363198.20'), Decimal('325715.56'))
('ese', 2001, 570838.0175, Decimal('307127.86'), Decimal('364710.77'), Decimal('318645.91'))
('ese', 2001, 549929.1641666667, Decimal('286378.16'), Decimal('346266.53'), Decimal('307811.36'))
('eing', 2001, 570347.5925, Decimal('307224.40'), Decimal('361500.64'), Decimal('326909.36'))
('bar', 2001, 557916.6975, Decimal('294978.66'), Decimal('356921.33'), Decimal('314111.14'))
('ese', 2001, 559783.2266666667, Decimal('297880.77'), Decimal('349448.69'), Decimal('328007.43'))
('ese', 2001, 570382.1691666667, Decimal('308667.58'), Decimal('348878.89'), Decimal('321160.25'))
('ese', 2001, 560988.82, Decimal('299496.16'), Decimal('355524.08'), Decimal('325698.55'))
('bar', 2001, 553608.3566666667, Decimal('292186.21'), Decimal('348972.62'), Decimal('326178.57'))
('eing', 2001, 545314.2833333333, Decimal('283953.94'), Decimal('347541.21'), Decimal('315818.09'))
('bar', 2001, 561853.0675, Decimal('300712.37'), Decimal('361198.09'), Decimal('320575.62'))
('bar', 2001, 560361.4991666666, Decimal('299431.49'), Decimal('361483.14'), Decimal('318732.10'))
('ese', 2001, 561517.8633333333, Decimal('300675.56'), Decimal('355355.64'), Decimal('324579.56'))
('able', 2001, 555403.1991666667, Decimal('294804.93'), Decimal('362809.32'), Decimal('325892.01'))
('eing', 2001, 551293.19, Decimal('290763.42'), Decimal('349457.06'), Decimal('317910.21'))
('able', 2001, 544903.3708333333, Decimal('284378.48'), Decimal('348348.37'), Decimal('317417.46'))
('ese', 2001, 571892.9783333334, Decimal('311450.99'), Decimal('357599.88'), Decimal('321699.78'))
('bar', 2001, 553841.705, Decimal('293435.37'), Decimal('359974.49'), Decimal('313390.90'))
('eing', 2001, 568653.55, Decimal('308736.58'), Decimal('359462.39'), Decimal('325300.39'))
('able', 2001, 561451.9733333334, Decimal('301802.77'), Decimal('362773.15'), Decimal('322383.41'))
('ese', 2001, 564136.47, Decimal('304690.64'), Decimal('354700.89'), Decimal('329785.35'))
('ese', 2001, 556098.4016666666, Decimal('296732.86'), Decimal('353737.27'), Decimal('320045.89'))
('bar', 2001, 547744.2066666667, Decimal('289298.31'), Decimal('351442.50'), Decimal('303538.69'))
('eing', 2001, 554595.9625, Decimal('296213.63'), Decimal('350750.33'), Decimal('311208.03'))
('eing', 2001, 555431.7058333333, Decimal('297472.19'), Decimal('343202.17'), Decimal('310228.66'))
('eing', 2001, 566449.0116666667, Decimal('308722.92'), Decimal('349618.60'), Decimal('321033.03'))
('ese', 2001, 580445.24, Decimal('322827.04'), Decimal('327617.13'), Decimal('342260.60'))
('ese', 2001, 554119.1941666667, Decimal('296864.30'), Decimal('356181.31'), Decimal('309174.41'))
('able', 2001, 563289.0033333333, Decimal('306062.09'), Decimal('363013.07'), Decimal('322707.57'))
('able', 2001, 568971.43, Decimal('311903.40'), Decimal('373919.67'), Decimal('326837.83'))
('ese', 2001, 539499.6875, Decimal('282520.33'), Decimal('344760.37'), Decimal('313585.80'))
('bar', 2001, 550175.155, Decimal('293895.02'), Decimal('350134.63'), Decimal('311489.27'))
('eing', 2001, 560928.9825, Decimal('304743.38'), Decimal('357613.47'), Decimal('316265.36'))
('eing', 2001, 562076.4425, Decimal('306234.81'), Decimal('346907.30'), Decimal('316439.07'))
('able', 2001, 563781.0316666666, Decimal('307977.67'), Decimal('372194.57'), Decimal('321626.89'))
('bar', 2001, 550371.025, Decimal('294598.83'), Decimal('353131.64'), Decimal('315721.94'))
('able', 2001, 559515.2466666667, Decimal('303929.19'), Decimal('365149.59'), Decimal('316930.28'))
('able', 2001, 539591.5575, Decimal('284262.69'), Decimal('345426.67'), Decimal('303992.51'))
('bar', 2001, 560774.1191666666, Decimal('305677.73'), Decimal('365691.61'), Decimal('325690.34'))
('ese', 2001, 556128.2058333333, Decimal('301434.54'), Decimal('358317.01'), Decimal('316935.47'))
('bar', 2001, 545033.4316666666, Decimal('290382.51'), Decimal('350514.64'), Decimal('313813.91'))
('eing', 2001, 570347.5925, Decimal('316383.81'), Decimal('326909.36'), Decimal('340121.05'))
('ese', 2001, 545443.6616666666, Decimal('291856.20'), Decimal('347195.44'), Decimal('319894.86'))
('eing', 2001, 531977.5883333334, Decimal('278684.41'), Decimal('337811.30'), Decimal('310178.00'))
('eing', 2001, 579077.5975, Decimal('326139.63'), Decimal('340017.00'), Decimal('338175.31'))
('ese', 2001, 580445.24, Decimal('327617.13'), Decimal('311793.24'), Decimal('322827.04'))
('eing', 2001, 570052.445, Decimal('317390.03'), Decimal('346120.22'), Decimal('336429.45'))
