(1998, 2004002, 'edu packimporto #2', Decimal('6851.33'))
(1998, 4002001, 'importoedu pack #1', Decimal('6355.65'))
(1998, 7013003, 'exportinameless #3', Decimal('4048.46'))
(1998, 4003002, 'exportiedu pack #2', Decimal('3776.22'))
(1998, 8008007, 'namelessnameless #7', Decimal('3622.51'))
(1998, 9011003, 'amalgunivamalg #3', Decimal('3571.53'))
(1998, 8011007, 'amalgmaxi #7', Decimal('3526.89'))
(1998, 8011009, 'amalgmaxi #9', Decimal('3394.23'))
(1998, 5003001, 'exportischolar #1', Decimal('3371.88'))
(1998, 3003001, 'exportiexporti #1', Decimal('3344.05'))
(1998, 6008007, 'namelesscorp #7', Decimal('3342.97'))
(1998, 6008006, 'namelesscorp #6', Decimal('3292.92'))
(1998, 1002002, 'importoamalg #2', Decimal('3282.32'))
(1998, 6012003, 'importobrand #3', Decimal('3257.46'))
(1998, 4004001, 'edu packedu pack #1', Decimal('3139.14'))
(1998, 7009009, 'maxibrand #9', Decimal('3070.68'))
(1998, 1001001, 'amalgamalg #1', Decimal('3039.77'))
(1998, 10003014, 'exportiunivamalg #14', Decimal('3033.08'))
(1998, 4001002, 'amalgedu pack #2', Decimal('2934.22'))
(1998, 8012006, 'importomaxi #6', Decimal('2912.45'))
(1998, 5004002, 'edu packscholar #2', Decimal('2881.09'))
(1998, 5002002, 'importoscholar #2', Decimal('2876.15'))
(1998, 8011008, 'amalgmaxi #8', Decimal('2845.75'))
(1998, 7014008, 'edu packnameless #8', Decimal('2838.92'))
(1998, 8011005, 'amalgmaxi #5', Decimal('2316.09'))
(1998, 9016008, 'corpunivamalg #8', Decimal('1876.55'))
(1999, 2004002, 'edu packimporto #2', Decimal('6845.08'))
(1999, 4002001, 'importoedu pack #1', Decimal('4831.86'))
(1999, 1001001, 'amalgamalg #1', Decimal('4047.84'))
(1999, 6008007, 'namelesscorp #7', Decimal('3702.46'))
(1999, 5004002, 'edu packscholar #2', Decimal('3647.42'))
(1999, 8011005, 'amalgmaxi #5', Decimal('3607.68'))
(1999, 8011009, 'amalgmaxi #9', Decimal('3532.14'))
(1999, 7014008, 'edu packnameless #8', Decimal('3477.34'))
(1999, 3003001, 'exportiexporti #1', Decimal('3408.57'))
(1999, 5002002, 'importoscholar #2', Decimal('3398.34'))
(1999, 4004001, 'edu packedu pack #1', Decimal('3310.34'))
(1999, 9016008, 'corpunivamalg #8', Decimal('3256.35'))
(1999, 8011008, 'amalgmaxi #8', Decimal('3233.81'))
(1999, 8011007, 'amalgmaxi #7', Decimal('3159.35'))
(1999, 7009009, 'maxibrand #9', Decimal('3122.93'))
(1999, 8008007, 'namelessnameless #7', Decimal('3046.56'))
(1999, 4001002, 'amalgedu pack #2', Decimal('3022.07'))
(1999, 5003001, 'exportischolar #1', Decimal('3012.98'))
(1999, 10003014, 'exportiunivamalg #14', Decimal('2927.34'))
(1999, 9011003, 'amalgunivamalg #3', Decimal('2867.70'))
(1999, 4003002, 'exportiedu pack #2', Decimal('2821.98'))
(1999, 6008006, 'namelesscorp #6', Decimal('2763.31'))
(1999, 7013003, 'exportinameless #3', Decimal('2745.07'))
(1999, 1002002, 'importoamalg #2', Decimal('2506.62'))
(1999, 6012003, 'importobrand #3', Decimal('2392.90'))
(1999, 8012006, 'importomaxi #6', Decimal('1878.60'))
(2000, 1002002, 'importoamalg #2', Decimal('7479.94'))
(2000, 2004002, 'edu packimporto #2', Decimal('7442.68'))
(2000, 4002001, 'importoedu pack #1', Decimal('7434.06'))
(2000, 8011008, 'amalgmaxi #8', Decimal('4136.07'))
(2000, 9016008, 'corpunivamalg #8', Decimal('4095.03'))
(2000, 3003001, 'exportiexporti #1', Decimal('3743.24'))
(2000, 5002002, 'importoscholar #2', Decimal('3710.66'))
(2000, 8011009, 'amalgmaxi #9', Decimal('3660.25'))
(2000, 4002002, 'importoedu pack #2', Decimal('3557.38'))
(2000, 1001001, 'amalgamalg #1', Decimal('3486.51'))
(2000, 6008006, 'namelesscorp #6', Decimal('3444.38'))
(2000, 3004002, 'edu packexporti #2', Decimal('3335.45'))
(2000, 2003002, 'exportiimporto #2', Decimal('3297.04'))
(2000, 7014008, 'edu packnameless #8', Decimal('3195.55'))
(2000, 8008007, 'namelessnameless #7', Decimal('3095.50'))
(2000, 8012006, 'importomaxi #6', Decimal('3085.79'))
(2000, 9003005, 'importoimporto #2', Decimal('3064.37'))
(2000, 4003002, 'exportiedu pack #2', Decimal('3063.60'))
(2000, 4004001, 'edu packedu pack #1', Decimal('3005.86'))
(2000, 5003001, 'exportischolar #1', Decimal('2990.87'))
(2000, 6016003, 'importoedu pack #2', Decimal('2980.93'))
(2000, 6012003, 'importobrand #3', Decimal('2970.29'))
(2000, 7008004, 'namelessbrand #4', Decimal('2947.07'))
(2000, 5004002, 'edu packscholar #2', Decimal('2919.28'))
(2000, 9011003, 'amalgunivamalg #3', Decimal('2863.27'))
(2000, 10003014, 'exportiunivamalg #14', Decimal('2716.93'))
(2000, 4001002, 'amalgedu pack #2', Decimal('2709.98'))
(2000, 7012005, 'amalgimporto #2', Decimal('2253.92'))
(2001, 2004002, 'edu packimporto #2', Decimal('9781.82'))
(2001, 1002002, 'importoamalg #2', Decimal('6119.52'))
(2001, 6016003, 'importoedu pack #2', Decimal('3785.44'))
(2001, 8008007, 'scholarunivamalg #10', Decimal('3752.13'))
(2001, 9011003, 'scholarnameless #10', Decimal('3716.92'))
