(1998, 1999, 7001002, 1, 7, 98, 51181, 41032, -10149, Decimal('-205171.91'))
(1998, 1999, 7005004, 5, 7, 931, 51185, 41420, -9765, Decimal('-441833.77'))
(1998, 1999, 7003010, 3, 7, 568, 49677, 39921, -9756, Decimal('-311687.54'))
(1998, 1999, 7006003, 6, 7, 401, 48427, 39749, -8678, Decimal('-305032.09'))
(1998, 1999, 7004007, 4, 7, 81, 51551, 43297, -8254, Decimal('-272292.83'))
(1998, 1999, 7009009, 9, 7, 330, 49354, 41321, -8033, Decimal('-353564.01'))
(1998, 1999, 7011003, 11, 7, 288, 46800, 39029, -7771, Decimal('-360773.29'))
(1998, 1999, 7007010, 7, 7, 78, 51112, 43381, -7731, Decimal('-238909.18'))
(1998, 1999, 7003005, 3, 7, 102, 49978, 42687, -7291, Decimal('-449413.92'))
(1998, 1999, 7007001, 7, 7, 885, 47883, 40592, -7291, Decimal('-320515.80'))
(1998, 1999, 7010009, 10, 7, 311, 47966, 40688, -7278, Decimal('-248632.20'))
(1998, 1999, 7016003, 16, 7, 664, 48533, 41260, -7273, Decimal('-428256.65'))
(1998, 1999, 7016005, 16, 7, 288, 48770, 41543, -7227, Decimal('-280528.22'))
(1998, 1999, 7011007, 11, 7, 725, 50661, 43588, -7073, Decimal('-219310.31'))
(1998, 1999, 7003001, 3, 7, 500, 48368, 41300, -7068, Decimal('-159343.49'))
(1998, 1999, 7002005, 2, 7, 244, 49252, 42290, -6962, Decimal('-320575.46'))
(1998, 1999, 7003005, 3, 7, 231, 47167, 40208, -6959, Decimal('-439633.85'))
(1998, 1999, 7013001, 13, 7, 214, 49269, 42359, -6910, Decimal('-382243.10'))
(1998, 1999, 7004009, 4, 7, 499, 50189, 43334, -6855, Decimal('-310965.50'))
(1998, 1999, 7011001, 11, 7, 761, 48940, 42131, -6809, Decimal('-365718.71'))
(1998, 1999, 7011007, 11, 7, 912, 49477, 42692, -6785, Decimal('-411789.94'))
(1998, 1999, 7011009, 11, 7, 558, 46789, 40030, -6759, Decimal('-399285.40'))
(1998, 1999, 7003006, 3, 7, 258, 48645, 41915, -6730, Decimal('-233716.94'))
(1998, 1999, 7003003, 3, 7, 631, 46407, 39679, -6728, Decimal('-314590.85'))
(1998, 1999, 7009001, 9, 7, 657, 47926, 41200, -6726, Decimal('-194503.50'))
(1998, 1999, 7014009, 14, 7, 395, 46754, 40082, -6672, Decimal('-281809.49'))
(1998, 1999, 7011006, 11, 7, 131, 48372, 41705, -6667, Decimal('-295049.69'))
(1998, 1999, 7006003, 6, 7, 28, 48792, 42180, -6612, Decimal('-211413.47'))
(1998, 1999, 7016001, 16, 7, 250, 48025, 41502, -6523, Decimal('-240988.69'))
(1998, 1999, 7007005, 7, 7, 109, 46995, 40538, -6457, Decimal('-300995.92'))
(1998, 1999, 7001005, 1, 7, 208, 49202, 42758, -6444, Decimal('-169047.65'))
(1998, 1999, 7014003, 14, 7, 278, 48428, 41990, -6438, Decimal('-460541.57'))
(1998, 1999, 7010007, 10, 7, 619, 48878, 42457, -6421, Decimal('-296302.85'))
(1998, 1999, 7008010, 8, 7, 637, 48374, 41960, -6414, Decimal('-368892.74'))
(1998, 1999, 7012005, 12, 7, 10, 48629, 42232, -6397, Decimal('-309732.81'))
(1998, 1999, 7006009, 6, 7, 354, 49220, 42832, -6388, Decimal('-432799.95'))
(1998, 1999, 7015001, 15, 7, 312, 46141, 39780, -6361, Decimal('-237924.39'))
(1998, 1999, 7015003, 15, 7, 289, 49487, 43136, -6351, Decimal('-285369.07'))
(1998, 1999, 7007003, 7, 7, 518, 50044, 43697, -6347, Decimal('-320222.57'))
(1998, 1999, 7011007, 11, 7, 367, 51457, 45113, -6344, Decimal('-386139.06'))
(1998, 1999, 7004008, 4, 7, 572, 49200, 42882, -6318, Decimal('-297241.30'))
(1998, 1999, 7011001, 11, 7, 313, 50069, 43763, -6306, Decimal('-430980.87'))
(1998, 1999, 7011010, 11, 7, 101, 49012, 42712, -6300, Decimal('-433928.64'))
(1998, 1999, 7014001, 14, 7, 112, 48754, 42456, -6298, Decimal('-70383.91'))
(1998, 1999, 7011003, 11, 7, 140, 47794, 41509, -6285, Decimal('-202219.84'))
(1998, 1999, 7004005, 4, 7, 210, 47874, 41634, -6240, Decimal('-213176.21'))
(1998, 1999, 7013001, 13, 7, 579, 46913, 40680, -6233, Decimal('-262533.74'))
(1998, 1999, 7009003, 9, 7, 221, 46623, 40401, -6222, Decimal('-391680.99'))
(1998, 1999, 7015010, 15, 7, 704, 47972, 41753, -6219, Decimal('-243767.47'))
(1998, 1999, 7003004, 3, 7, 909, 48408, 42239, -6169, Decimal('-404999.44'))
(1998, 1999, 7004001, 4, 7, 697, 50148, 43990, -6158, Decimal('-147194.12'))
(1998, 1999, 7009002, 9, 7, 118, 46927, 40819, -6108, Decimal('-182260.91'))
(1998, 1999, 7014009, 14, 7, 364, 47553, 41449, -6104, Decimal('-399747.10'))
(1998, 1999, 7016006, 16, 7, 699, 46812, 40723, -6089, Decimal('-413113.45'))
(1998, 1999, 7004010, 4, 7, 5, 48169, 42109, -6060, Decimal('-380729.69'))
(1998, 1999, 7004005, 4, 7, 62, 46318, 40272, -6046, Decimal('-437007.40'))
(1998, 1999, 7013008, 13, 7, 864, 50682, 44693, -5989, Decimal('-298508.30'))
(1998, 1999, 7011009, 11, 7, 265, 50839, 44852, -5987, Decimal('-242221.53'))
(1998, 1999, 7006002, 6, 7, 305, 47932, 41970, -5962, Decimal('-294888.94'))
(1998, 1999, 7011007, 11, 7, 327, 47159, 41220, -5939, Decimal('-423722.21'))
(1998, 1999, 7013006, 13, 7, 311, 47637, 41761, -5876, Decimal('-429460.94'))
(1998, 1999, 7008004, 8, 7, 569, 47955, 42083, -5872, Decimal('-403101.29'))
(1998, 1999, 7003005, 3, 7, 143, 48345, 42474, -5871, Decimal('-279422.20'))
(1998, 1999, 7002001, 2, 7, 125, 49304, 43451, -5853, Decimal('-300256.31'))
(1998, 1999, 7001005, 1, 7, 234, 47845, 42008, -5837, Decimal('-296015.95'))
(1998, 1999, 7010006, 10, 7, 998, 46378, 40598, -5780, Decimal('-274641.45'))
(1998, 1999, 7013005, 13, 7, 102, 47600, 41833, -5767, Decimal('-259164.17'))
(1998, 1999, 7008001, 8, 7, 128, 49713, 43993, -5720, Decimal('-383725.85'))
(1998, 1999, 7011003, 11, 7, 152, 48760, 43071, -5689, Decimal('-146142.86'))
(1998, 1999, 7016010, 16, 7, 325, 47041, 41361, -5680, Decimal('-435736.61'))
(1998, 1999, 7016008, 16, 7, 635, 46735, 41073, -5662, Decimal('-423943.95'))
(1998, 1999, 7014008, 14, 7, 266, 48967, 43317, -5650, Decimal('-409757.82'))
(1998, 1999, 7009009, 9, 7, 10, 48612, 42964, -5648, Decimal('-207838.78'))
(1998, 1999, 7009003, 9, 7, 48, 46702, 41057, -5645, Decimal('-256546.25'))
(1998, 1999, 7004009, 4, 7, 491, 45539, 39929, -5610, Decimal('-326022.21'))
(1998, 1999, 7007004, 7, 7, 160, 48913, 43317, -5596, Decimal('-293279.17'))
(1998, 1999, 7012005, 12, 7, 12, 49242, 43662, -5580, Decimal('-257407.13'))
(1998, 1999, 7007003, 7, 7, 726, 47383, 41806, -5577, Decimal('-330619.41'))
(1998, 1999, 7010001, 10, 7, 85, 48786, 43214, -5572, Decimal('-229188.46'))
(1998, 1999, 7008008, 8, 7, 225, 46509, 40938, -5571, Decimal('-207307.39'))
(1998, 1999, 7010007, 10, 7, 411, 47127, 41562, -5565, Decimal('-313747.44'))
(1998, 1999, 7006002, 6, 7, 209, 48119, 42563, -5556, Decimal('-252008.91'))
(1998, 1999, 7008009, 8, 7, 199, 47892, 42337, -5555, Decimal('-240018.99'))
(1998, 1999, 7010006, 10, 7, 494, 46749, 41202, -5547, Decimal('-411798.01'))
(1998, 1999, 7010006, 10, 7, 304, 47057, 41541, -5516, Decimal('-235651.76'))
(1998, 1999, 7010009, 10, 7, 574, 47039, 41533, -5506, Decimal('-350871.19'))
(1998, 1999, 7014005, 14, 7, 135, 47049, 41555, -5494, Decimal('-177941.23'))
(1998, 1999, 7001004, 1, 7, 100, 46071, 40581, -5490, Decimal('-186926.28'))
(1998, 1999, 7006006, 6, 7, 124, 47677, 42187, -5490, Decimal('-186156.37'))
(1998, 1999, 7014007, 14, 7, 206, 47238, 41762, -5476, Decimal('-247304.46'))
(1998, 1999, 7006003, 6, 7, 522, 48672, 43210, -5462, Decimal('-314136.50'))
(1998, 1999, 7014005, 14, 7, 623, 48440, 42978, -5462, Decimal('-273985.54'))
(1998, 1999, 7013008, 13, 7, 353, 46555, 41097, -5458, Decimal('-139297.93'))
(1998, 1999, 7005005, 5, 7, 48, 48114, 42673, -5441, Decimal('-102088.46'))
(1998, 1999, 7015002, 15, 7, 256, 48199, 42759, -5440, Decimal('-159412.77'))
(1998, 1999, 7003007, 3, 7, 593, 50872, 45435, -5437, Decimal('-224185.24'))
(1998, 1999, 7006010, 6, 7, 272, 46178, 40750, -5428, Decimal('-200255.16'))
(1998, 1999, 7015009, 15, 7, 258, 48290, 42873, -5417, Decimal('-200970.45'))
(1998, 1999, 7006006, 6, 7, 442, 47480, 42102, -5378, Decimal('-253330.06'))
(1998, 1999, 7016008, 16, 7, 125, 50889, 45513, -5376, Decimal('-416754.40'))
